actor_id,first_name,last_name,last_update_x,film_id,last_update_y,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
117,RENEE,TRACY,2006-02-15 04:34:33,337,2006-02-15 05:05:03,FRIDA SLIPPER,A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft,2006,1,,6,2.99,73,11.99,R,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,346,2006-02-15 05:05:03,GALAXY SWEETHEARTS,A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin,2006,1,,4,4.99,128,13.99,R,{'Deleted Scenes'},2006-02-15 05:03:42
182,DEBBIE,AKROYD,2006-02-15 04:34:33,346,2006-02-15 05:05:03,GALAXY SWEETHEARTS,A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin,2006,1,,4,4.99,128,13.99,R,{'Deleted Scenes'},2006-02-15 05:03:42
200,THORA,TEMPLE,2006-02-15 04:34:33,346,2006-02-15 05:05:03,GALAXY SWEETHEARTS,A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin,2006,1,,4,4.99,128,13.99,R,{'Deleted Scenes'},2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,381,2006-02-15 05:05:03,GRINCH MASSAGE,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,2006,1,,7,4.99,150,25.99,R,{'Trailers'},2006-02-15 05:03:42
36,BURT,DUKAKIS,2006-02-15 04:34:33,381,2006-02-15 05:05:03,GRINCH MASSAGE,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,2006,1,,7,4.99,150,25.99,R,{'Trailers'},2006-02-15 05:03:42
92,KIRSTEN,AKROYD,2006-02-15 04:34:33,381,2006-02-15 05:05:03,GRINCH MASSAGE,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,2006,1,,7,4.99,150,25.99,R,{'Trailers'},2006-02-15 05:03:42
99,JIM,MOSTEL,2006-02-15 04:34:33,381,2006-02-15 05:05:03,GRINCH MASSAGE,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,2006,1,,7,4.99,150,25.99,R,{'Trailers'},2006-02-15 05:03:42
119,WARREN,JACKMAN,2006-02-15 04:34:33,381,2006-02-15 05:05:03,GRINCH MASSAGE,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,2006,1,,7,4.99,150,25.99,R,{'Trailers'},2006-02-15 05:03:42
181,MATTHEW,CARREY,2006-02-15 04:34:33,381,2006-02-15 05:05:03,GRINCH MASSAGE,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,2006,1,,7,4.99,150,25.99,R,{'Trailers'},2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,385,2006-02-15 05:05:03,GROUNDHOG UNCUT,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,2006,1,,6,4.99,139,26.99,PG-13,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
47,JULIA,BARRYMORE,2006-02-15 04:34:33,385,2006-02-15 05:05:03,GROUNDHOG UNCUT,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,2006,1,,6,4.99,139,26.99,PG-13,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
62,JAYNE,NEESON,2006-02-15 04:34:33,385,2006-02-15 05:05:03,GROUNDHOG UNCUT,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,2006,1,,6,4.99,139,26.99,PG-13,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
71,ADAM,GRANT,2006-02-15 04:34:33,385,2006-02-15 05:05:03,GROUNDHOG UNCUT,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,2006,1,,6,4.99,139,26.99,PG-13,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
90,SEAN,GUINESS,2006-02-15 04:34:33,385,2006-02-15 05:05:03,GROUNDHOG UNCUT,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,2006,1,,6,4.99,139,26.99,PG-13,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
133,RICHARD,PENN,2006-02-15 04:34:33,385,2006-02-15 05:05:03,GROUNDHOG UNCUT,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,2006,1,,6,4.99,139,26.99,PG-13,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
172,GROUCHO,WILLIAMS,2006-02-15 04:34:33,385,2006-02-15 05:05:03,GROUNDHOG UNCUT,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,2006,1,,6,4.99,139,26.99,PG-13,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,427,2006-02-15 05:05:03,HOMEWARD CIDER,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,1,,5,0.99,103,19.99,R,{'Trailers'},2006-02-15 05:03:42
32,TIM,HACKMAN,2006-02-15 04:34:33,427,2006-02-15 05:05:03,HOMEWARD CIDER,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,1,,5,0.99,103,19.99,R,{'Trailers'},2006-02-15 05:03:42
36,BURT,DUKAKIS,2006-02-15 04:34:33,427,2006-02-15 05:05:03,HOMEWARD CIDER,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,1,,5,0.99,103,19.99,R,{'Trailers'},2006-02-15 05:03:42
93,ELLEN,PRESLEY,2006-02-15 04:34:33,427,2006-02-15 05:05:03,HOMEWARD CIDER,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,1,,5,0.99,103,19.99,R,{'Trailers'},2006-02-15 05:03:42
146,ALBERT,JOHANSSON,2006-02-15 04:34:33,427,2006-02-15 05:05:03,HOMEWARD CIDER,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,1,,5,0.99,103,19.99,R,{'Trailers'},2006-02-15 05:03:42
155,IAN,TANDY,2006-02-15 04:34:33,427,2006-02-15 05:05:03,HOMEWARD CIDER,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,1,,5,0.99,103,19.99,R,{'Trailers'},2006-02-15 05:03:42
185,MICHAEL,BOLGER,2006-02-15 04:34:33,427,2006-02-15 05:05:03,HOMEWARD CIDER,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,1,,5,0.99,103,19.99,R,{'Trailers'},2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,456,2006-02-15 05:05:03,INCH JET,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,2006,1,,6,4.99,167,18.99,NC-17,{'Deleted Scenes'},2006-02-15 05:03:42
16,FRED,COSTNER,2006-02-15 04:34:33,456,2006-02-15 05:05:03,INCH JET,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,2006,1,,6,4.99,167,18.99,NC-17,{'Deleted Scenes'},2006-02-15 05:03:42
39,GOLDIE,BRODY,2006-02-15 04:34:33,456,2006-02-15 05:05:03,INCH JET,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,2006,1,,6,4.99,167,18.99,NC-17,{'Deleted Scenes'},2006-02-15 05:03:42
46,PARKER,GOLDBERG,2006-02-15 04:34:33,456,2006-02-15 05:05:03,INCH JET,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,2006,1,,6,4.99,167,18.99,NC-17,{'Deleted Scenes'},2006-02-15 05:03:42
181,MATTHEW,CARREY,2006-02-15 04:34:33,456,2006-02-15 05:05:03,INCH JET,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,2006,1,,6,4.99,167,18.99,NC-17,{'Deleted Scenes'},2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,515,2006-02-15 05:05:03,LEGALLY SECRETARY,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,2006,1,,7,4.99,113,14.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
17,HELEN,VOIGHT,2006-02-15 04:34:33,515,2006-02-15 05:05:03,LEGALLY SECRETARY,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,2006,1,,7,4.99,113,14.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
24,CAMERON,STREEP,2006-02-15 04:34:33,515,2006-02-15 05:05:03,LEGALLY SECRETARY,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,2006,1,,7,4.99,113,14.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
52,CARMEN,HUNT,2006-02-15 04:34:33,515,2006-02-15 05:05:03,LEGALLY SECRETARY,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,2006,1,,7,4.99,113,14.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
131,JANE,JACKMAN,2006-02-15 04:34:33,515,2006-02-15 05:05:03,LEGALLY SECRETARY,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,2006,1,,7,4.99,113,14.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
196,BELA,WALKEN,2006-02-15 04:34:33,515,2006-02-15 05:05:03,LEGALLY SECRETARY,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,2006,1,,7,4.99,113,14.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,524,2006-02-15 05:05:03,LION UNCUT,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,2006,1,,6,0.99,50,13.99,PG,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
54,PENELOPE,PINKETT,2006-02-15 04:34:33,524,2006-02-15 05:05:03,LION UNCUT,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,2006,1,,6,0.99,50,13.99,PG,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
196,BELA,WALKEN,2006-02-15 04:34:33,524,2006-02-15 05:05:03,LION UNCUT,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,2006,1,,6,0.99,50,13.99,PG,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,528,2006-02-15 05:05:03,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,1,,4,2.99,155,25.99,NC-17,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,588,2006-02-15 05:05:03,MODEL FISH,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,2006,1,,4,4.99,175,11.99,NC-17,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
37,VAL,BOLGER,2006-02-15 04:34:33,588,2006-02-15 05:05:03,MODEL FISH,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,2006,1,,4,4.99,175,11.99,NC-17,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
133,RICHARD,PENN,2006-02-15 04:34:33,588,2006-02-15 05:05:03,MODEL FISH,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,2006,1,,4,4.99,175,11.99,NC-17,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
134,GENE,HOPKINS,2006-02-15 04:34:33,588,2006-02-15 05:05:03,MODEL FISH,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,2006,1,,4,4.99,175,11.99,NC-17,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
154,MERYL,GIBSON,2006-02-15 04:34:33,588,2006-02-15 05:05:03,MODEL FISH,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,2006,1,,4,4.99,175,11.99,NC-17,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
161,HARVEY,HOPE,2006-02-15 04:34:33,588,2006-02-15 05:05:03,MODEL FISH,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,2006,1,,4,4.99,175,11.99,NC-17,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
179,ED,GUINESS,2006-02-15 04:34:33,588,2006-02-15 05:05:03,MODEL FISH,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,2006,1,,4,4.99,175,11.99,NC-17,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
198,MARY,KEITEL,2006-02-15 04:34:33,588,2006-02-15 05:05:03,MODEL FISH,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,2006,1,,4,4.99,175,11.99,NC-17,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,600,2006-02-15 05:05:03,MOTIONS DETAILS,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,2006,1,,5,0.99,166,16.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
22,ELVIS,MARX,2006-02-15 04:34:33,600,2006-02-15 05:05:03,MOTIONS DETAILS,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,2006,1,,5,0.99,166,16.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
36,BURT,DUKAKIS,2006-02-15 04:34:33,600,2006-02-15 05:05:03,MOTIONS DETAILS,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,2006,1,,5,0.99,166,16.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
54,PENELOPE,PINKETT,2006-02-15 04:34:33,600,2006-02-15 05:05:03,MOTIONS DETAILS,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,2006,1,,5,0.99,166,16.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
99,JIM,MOSTEL,2006-02-15 04:34:33,600,2006-02-15 05:05:03,MOTIONS DETAILS,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,2006,1,,5,0.99,166,16.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
102,WALTER,TORN,2006-02-15 04:34:33,600,2006-02-15 05:05:03,MOTIONS DETAILS,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,2006,1,,5,0.99,166,16.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
104,PENELOPE,CRONYN,2006-02-15 04:34:33,600,2006-02-15 05:05:03,MOTIONS DETAILS,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,2006,1,,5,0.99,166,16.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
159,LAURA,BRODY,2006-02-15 04:34:33,600,2006-02-15 05:05:03,MOTIONS DETAILS,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,2006,1,,5,0.99,166,16.99,PG,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,718,2006-02-15 05:05:03,REBEL AIRPORT,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,2006,1,,7,0.99,73,24.99,G,"{'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
72,SEAN,WILLIAMS,2006-02-15 04:34:33,718,2006-02-15 05:05:03,REBEL AIRPORT,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,2006,1,,7,0.99,73,24.99,G,"{'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
87,SPENCER,PECK,2006-02-15 04:34:33,718,2006-02-15 05:05:03,REBEL AIRPORT,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,2006,1,,7,0.99,73,24.99,G,"{'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
100,SPENCER,DEPP,2006-02-15 04:34:33,718,2006-02-15 05:05:03,REBEL AIRPORT,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,2006,1,,7,0.99,73,24.99,G,"{'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
122,SALMA,NOLTE,2006-02-15 04:34:33,718,2006-02-15 05:05:03,REBEL AIRPORT,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,2006,1,,7,0.99,73,24.99,G,"{'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
148,EMILY,DEE,2006-02-15 04:34:33,718,2006-02-15 05:05:03,REBEL AIRPORT,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,2006,1,,7,0.99,73,24.99,G,"{'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,729,2006-02-15 05:05:03,RIDER CADDYSHACK,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,1,,5,2.99,177,28.99,PG,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
49,ANNE,CRONYN,2006-02-15 04:34:33,729,2006-02-15 05:05:03,RIDER CADDYSHACK,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,1,,5,2.99,177,28.99,PG,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
81,SCARLETT,DAMON,2006-02-15 04:34:33,729,2006-02-15 05:05:03,RIDER CADDYSHACK,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,1,,5,2.99,177,28.99,PG,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
84,JAMES,PITT,2006-02-15 04:34:33,729,2006-02-15 05:05:03,RIDER CADDYSHACK,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,1,,5,2.99,177,28.99,PG,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
140,WHOOPI,HURT,2006-02-15 04:34:33,729,2006-02-15 05:05:03,RIDER CADDYSHACK,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,1,,5,2.99,177,28.99,PG,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
152,BEN,HARRIS,2006-02-15 04:34:33,729,2006-02-15 05:05:03,RIDER CADDYSHACK,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,1,,5,2.99,177,28.99,PG,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
175,WILLIAM,HACKMAN,2006-02-15 04:34:33,729,2006-02-15 05:05:03,RIDER CADDYSHACK,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,1,,5,2.99,177,28.99,PG,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
180,JEFF,SILVERSTONE,2006-02-15 04:34:33,729,2006-02-15 05:05:03,RIDER CADDYSHACK,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,1,,5,2.99,177,28.99,PG,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
186,JULIA,ZELLWEGER,2006-02-15 04:34:33,729,2006-02-15 05:05:03,RIDER CADDYSHACK,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,1,,5,2.99,177,28.99,PG,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,816,2006-02-15 05:05:03,SNOWMAN ROLLERCOASTER,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,2006,1,,3,0.99,62,27.99,G,{'Trailers'},2006-02-15 05:03:42
28,WOODY,HOFFMAN,2006-02-15 04:34:33,816,2006-02-15 05:05:03,SNOWMAN ROLLERCOASTER,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,2006,1,,3,0.99,62,27.99,G,{'Trailers'},2006-02-15 05:03:42
181,MATTHEW,CARREY,2006-02-15 04:34:33,816,2006-02-15 05:05:03,SNOWMAN ROLLERCOASTER,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,2006,1,,3,0.99,62,27.99,G,{'Trailers'},2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,833,2006-02-15 05:05:03,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,,5,0.99,134,20.99,R,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
23,SANDRA,KILMER,2006-02-15 04:34:33,833,2006-02-15 05:05:03,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,,5,0.99,134,20.99,R,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
43,KIRK,JOVOVICH,2006-02-15 04:34:33,833,2006-02-15 05:05:03,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,,5,0.99,134,20.99,R,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
71,ADAM,GRANT,2006-02-15 04:34:33,833,2006-02-15 05:05:03,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,,5,0.99,134,20.99,R,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
83,BEN,WILLIS,2006-02-15 04:34:33,833,2006-02-15 05:05:03,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,,5,0.99,134,20.99,R,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
89,CHARLIZE,DENCH,2006-02-15 04:34:33,833,2006-02-15 05:05:03,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,,5,0.99,134,20.99,R,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
163,CHRISTOPHER,WEST,2006-02-15 04:34:33,833,2006-02-15 05:05:03,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,,5,0.99,134,20.99,R,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
165,AL,GARLAND,2006-02-15 04:34:33,833,2006-02-15 05:05:03,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,,5,0.99,134,20.99,R,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
172,GROUCHO,WILLIAMS,2006-02-15 04:34:33,833,2006-02-15 05:05:03,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,,5,0.99,134,20.99,R,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
196,BELA,WALKEN,2006-02-15 04:34:33,833,2006-02-15 05:05:03,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,,5,0.99,134,20.99,R,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,843,2006-02-15 05:05:03,STEEL SANTA,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,2006,1,,4,4.99,143,15.99,NC-17,"{'Deleted Scenes', 'Commentaries'}",2006-02-15 05:03:42
84,JAMES,PITT,2006-02-15 04:34:33,843,2006-02-15 05:05:03,STEEL SANTA,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,2006,1,,4,4.99,143,15.99,NC-17,"{'Deleted Scenes', 'Commentaries'}",2006-02-15 05:03:42
198,MARY,KEITEL,2006-02-15 04:34:33,843,2006-02-15 05:05:03,STEEL SANTA,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,2006,1,,4,4.99,143,15.99,NC-17,"{'Deleted Scenes', 'Commentaries'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,897,2006-02-15 05:05:03,TORQUE BOUND,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,2006,1,,3,4.99,179,27.99,G,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
50,NATALIE,HOPKINS,2006-02-15 04:34:33,897,2006-02-15 05:05:03,TORQUE BOUND,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,2006,1,,3,4.99,179,27.99,G,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
132,ADAM,HOPPER,2006-02-15 04:34:33,897,2006-02-15 05:05:03,TORQUE BOUND,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,2006,1,,3,4.99,179,27.99,G,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
134,GENE,HOPKINS,2006-02-15 04:34:33,897,2006-02-15 05:05:03,TORQUE BOUND,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,2006,1,,3,4.99,179,27.99,G,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
169,KENNETH,HOFFMAN,2006-02-15 04:34:33,897,2006-02-15 05:05:03,TORQUE BOUND,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,2006,1,,3,4.99,179,27.99,G,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
13,UMA,WOOD,2006-02-15 04:34:33,998,2006-02-15 05:05:03,ZHIVAGO CORE,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,2006,1,,6,0.99,105,10.99,NC-17,{'Deleted Scenes'},2006-02-15 05:03:42
44,NICK,STALLONE,2006-02-15 04:34:33,998,2006-02-15 05:05:03,ZHIVAGO CORE,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,2006,1,,6,0.99,105,10.99,NC-17,{'Deleted Scenes'},2006-02-15 05:03:42
